,Title,key_1,Year,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
2943,the great santini,1979,1979,tt0079239,movie,the great santini,the great santini,0.0,1979.0,,115,Drama
714,the great white hype,1996,1996,tt0116448,movie,the great white hype,the great white hype,0.0,1996.0,,91,"Comedy,Sport"
1831,the great ziegfeld,1936,1936,tt0027698,movie,the great ziegfeld,the great ziegfeld,0.0,1936.0,,176,"Drama,Musical"
1841,the greatest show on earth,1952,1952,tt0044672,movie,the greatest show on earth,the greatest show on earth,0.0,1952.0,,152,"Drama,Family,Romance"
2953,the green mile,1999,1999,tt0120689,movie,the green mile,the green mile,0.0,1999.0,,189,"Crime,Drama,Fantasy"
1120,the grifters,1990,1990,tt0099703,movie,the grifters,the grifters,0.0,1990.0,,110,"Crime,Drama,Thriller"
2810,the guardian,1990,1990,tt0099710,movie,the guardian,the guardian,0.0,1990.0,,92,"Drama,Fantasy,Horror"
3393,the guns of navarone,1961,1961,tt0054953,movie,the guns of navarone,the guns of navarone,0.0,1961.0,,158,"Action,Adventure,Drama"
3037,the hand that rocks the cradle,1992,1992,tt0104389,movie,the hand that rocks the cradle,the hand that rocks the cradle,0.0,1992.0,,110,"Drama,Thriller"
1774,the hanging garden,1997,1997,tt0125128,movie,the hanging garden,the hanging garden,0.0,1997.0,,91,"Drama,Romance"
1937,the happiest millionaire,1967,1967,tt0061749,movie,the happiest millionaire,the happiest millionaire,0.0,1967.0,,141,"Comedy,Family,Musical"
712,the haunted world of edward d. wood jr.,1995,1995,tt0113270,movie,the haunted world of edward d. wood jr.,the haunted world of edward d. wood jr.,0.0,1995.0,,89,"Biography,Documentary"
2580,the haunting,1999,1999,tt0171363,movie,the haunting,the haunting,0.0,1999.0,,113,"Fantasy,Horror,Mystery"
2413,the haunting,1963,1963,tt0057129,movie,the haunting,the haunting,0.0,1963.0,,112,Horror
2308,the hi-lo country,1998,1998,tt0120699,movie,the hi-lo country,the hi-lo country,0.0,1998.0,,114,"Drama,Romance,Western"
3325,the hidden,1987,1987,tt0093185,movie,the hidden,the hidden,0.0,1987.0,,97,"Horror,Sci-Fi,Thriller"
841,the hippie revolution,1996,1996,tt0116536,movie,the hippie revolution,the hippie revolution,0.0,1996.0,,88,Documentary
2932,the hitch-hiker,1953,1953,tt0045877,movie,the hitch-hiker,the hitch-hiker,0.0,1953.0,,71,"Crime,Drama,Film-Noir"
3370,the hollywood knights,1980,1980,tt0080881,movie,the hollywood knights,the hollywood knights,0.0,1980.0,,91,Comedy
1641,the horse whisperer,1998,1998,tt0119314,movie,the horse whisperer,the horse whisperer,0.0,1998.0,,169,"Drama,Romance,Western"
3487,the hot spot,1990,1990,tt0099797,movie,the hot spot,the hot spot,0.0,1990.0,,130,"Crime,Drama,Romance"
583,the hour of the pig,1993,1993,tt0107146,movie,the advocate,the hour of the pig,0.0,1993.0,,112,"Crime,Drama,History"
467,the house of the spirits,1993,1993,tt0107151,movie,the house of the spirits,the house of the spirits,0.0,1993.0,,145,"Drama,Romance"
1565,the house of yes,1997,1997,tt0119324,movie,the house of yes,the house of yes,0.0,1997.0,,85,"Comedy,Drama"
469,the hudsucker proxy,1994,1994,tt0110074,movie,the hudsucker proxy,the hudsucker proxy,0.0,1994.0,,111,"Comedy,Drama,Fantasy"
771,the hunchback of notre dame,1996,1996,tt0116583,movie,the hunchback of notre dame,the hunchback of notre dame,0.0,1996.0,,91,"Animation,Drama,Family"
3306,the hunger,1983,1983,tt0085701,movie,the hunger,the hunger,0.0,1983.0,,97,"Drama,Horror"
1530,the hunt for red october,1990,1990,tt0099810,movie,the hunt for red october,the hunt for red october,0.0,1990.0,,135,"Action,Adventure,Thriller"
264,the hunted,1995,1995,tt0113360,movie,the hunted,the hunted,0.0,1995.0,,111,"Action,Drama,Thriller"
2980,the hurricane,1999,1999,tt0174856,movie,the hurricane,the hurricane,0.0,1999.0,,146,"Biography,Drama,Sport"
3232,the hustler,1961,1961,tt0054997,movie,the hustler,the hustler,0.0,1961.0,,134,"Drama,Sport"
1556,the ice storm,1997,1997,tt0119349,movie,the ice storm,the ice storm,0.0,1997.0,,112,Drama
3337,the idolmaker,1980,1980,tt0080913,movie,the idolmaker,the idolmaker,0.0,1980.0,,117,"Biography,Drama,Music"
2169,the impostors,1998,1998,tt0120823,movie,the impostors,the impostors,0.0,1998.0,,101,Comedy
3517,the in crowd,2000,2000,tt0163676,movie,the in crowd,the in crowd,0.0,2000.0,,105,"Drama,Mystery,Thriller"
1945,the incredible journey,1963,1963,tt0057180,movie,the incredible journey,the incredible journey,0.0,1963.0,,80,"Adventure,Drama,Family"
2866,the incredibly true adventure of two girls in love,1995,1995,tt0113416,movie,the incredibly true adventure of two girls in love,the incredibly true adventure of two girls in love,0.0,1995.0,,94,"Comedy,Drama,Romance"
72,the indian in the cupboard,1995,1995,tt0113419,movie,the indian in the cupboard,the indian in the cupboard,0.0,1995.0,,96,"Drama,Family,Fantasy"
474,the inkwell,1994,1994,tt0110137,movie,the inkwell,the inkwell,0.0,1994.0,,110,"Comedy,Drama,Romance"
1494,the innocent sleep,1995,1995,tt0113425,movie,the innocent sleep,the innocent sleep,0.0,1995.0,,110,"Crime,Drama,Thriller"
1039,the innocents,1961,1961,tt0055018,movie,the innocents,the innocents,0.0,1961.0,,100,Horror
2827,the insider,1999,1999,tt0140352,movie,the insider,the insider,0.0,1999.0,,157,"Biography,Drama,Thriller"
934,the inspector general,1949,1949,tt0041509,movie,the inspector general,the inspector general,0.0,1949.0,,102,"Comedy,Musical,Romance"
3623,the invisible man,1933,1933,tt0024184,movie,the invisible man,the invisible man,0.0,1933.0,,71,"Horror,Sci-Fi"
2811,the ipcress file,1965,1965,tt0059319,movie,the ipcress file,the ipcress file,0.0,1965.0,,109,"Drama,Thriller"
2619,the iron giant,1999,1999,tt0129167,movie,the iron giant,the iron giant,0.0,1999.0,,86,"Action,Adventure,Animation"
855,the island of dr. moreau,1996,1996,tt0116654,movie,the island of dr. moreau,the island of dr. moreau,0.0,1996.0,,96,"Horror,Sci-Fi,Thriller"
1604,the jackal,1997,1997,tt0119395,movie,the jackal,the jackal,0.0,1997.0,,124,"Action,Crime,Drama"
2944,the james dean story,1957,1957,tt0050558,movie,the james dean story,the james dean story,0.0,1957.0,,81,"Biography,Documentary"
1992,the jerk,1979,1979,tt0079367,movie,the jerk,the jerk,0.0,1979.0,,94,Comedy
2273,the jewel of the nile,1985,1985,tt0089370,movie,the jewel of the nile,the jewel of the nile,0.0,1985.0,,106,"Action,Adventure,Comedy"
106,the journey of august king,1995,1995,tt0113490,movie,the journey of august king,the journey of august king,0.0,1995.0,,91,Drama
1964,the journey of natty gann,1985,1985,tt0089385,movie,the journey of natty gann,the journey of natty gann,0.0,1985.0,,101,"Adventure,Family"
1597,the joy luck club,1993,1993,tt0107282,movie,the joy luck club,the joy luck club,0.0,1993.0,,139,Drama
2455,the joyriders,1999,1999,tt0139394,movie,the joyriders,the joyriders,0.0,1999.0,,100,"Crime,Drama"
1965,the jungle book,1967,1967,tt0061852,movie,the jungle book,the jungle book,0.0,1967.0,,78,"Adventure,Animation,Comedy"
358,the jungle book,1994,1994,tt0110213,movie,the jungle book,the jungle book,0.0,1994.0,,111,"Adventure,Family,Romance"
95,the juror,1996,1996,tt0116731,movie,the juror,the juror,0.0,1996.0,,118,"Crime,Drama,Thriller"
2289,the karate kid,1984,1984,tt0087538,movie,the karate kid,the karate kid,0.0,1984.0,,126,"Action,Drama,Family"
3485,the kentucky fried movie,1977,1977,tt0076257,movie,the kentucky fried movie,the kentucky fried movie,0.0,1977.0,,83,Comedy
3504,the kid,2000,2000,tt0219854,movie,the kid,the kid,0.0,2000.0,,104,"Comedy,Family,Fantasy"
3099,the kid,1921,1921,tt0012349,movie,the kid,the kid,0.0,1921.0,,68,"Comedy,Drama,Family"
3624,the killer shrews,1959,1959,tt0052969,movie,the killer shrews,the killer shrews,0.0,1959.0,,69,"Horror,Sci-Fi"
2588,the killing,1956,1956,tt0049406,movie,the killing,the killing,0.0,1956.0,,84,"Crime,Drama,Film-Noir"
1237,the killing fields,1984,1984,tt0087553,movie,the killing fields,the killing fields,0.0,1984.0,,141,"Biography,Drama,History"
3117,the killing of sister george,1968,1968,tt0063185,movie,the killing of sister george,the killing of sister george,0.0,1968.0,,138,Drama
2427,the king and i,1956,1956,tt0049408,movie,the king and i,the king and i,0.0,1956.0,,133,"Biography,Drama,Musical"
2421,the king and i,1999,1999,tt0160429,movie,the king and i,the king and i,0.0,1999.0,,88,"Animation,Family,Fantasy"
3340,the king of marvin gardens,1972,1972,tt0068805,movie,the king of marvin gardens,the king of marvin gardens,0.0,1972.0,,103,Drama
2768,the lady eve,1941,1941,tt0033804,movie,the lady eve,the lady eve,0.0,1941.0,,94,"Comedy,Romance"
2082,the lady vanishes,1938,1938,tt0030341,movie,the lady vanishes,the lady vanishes,0.0,1938.0,,96,"Mystery,Thriller"
1798,the land girls,1998,1998,tt0119494,movie,the land girls,the land girls,0.0,1998.0,,111,"Drama,Romance,War"
2359,the last days,1998,1998,tt0174852,movie,the last days,the last days,0.0,1998.0,,87,"Documentary,War"
1739,the last days of disco,1998,1998,tt0120728,movie,the last days of disco,the last days of disco,0.0,1998.0,,113,"Comedy,Drama,Music"
3001,the last detail,1973,1973,tt0070290,movie,the last detail,the last detail,0.0,1973.0,,104,"Comedy,Drama"
1859,the last emperor,1987,1987,tt0093389,movie,the last emperor,the last emperor,0.0,1987.0,,163,"Biography,Drama,History"
751,the last of the high kings,1996,1996,tt0116833,movie,the last of the high kings,the last of the high kings,0.0,1996.0,,103,"Comedy,Drama"
1336,the last of the mohicans,1992,1992,tt0104691,movie,the last of the mohicans,the last of the mohicans,0.0,1992.0,,112,"Action,Adventure,Drama"
2958,the last picture show,1971,1971,tt0067328,movie,the last picture show,the last picture show,0.0,1971.0,,118,"Drama,Romance"
3320,the last september,1999,1999,tt0180793,movie,the last september,the last september,0.0,1999.0,,103,"Drama,History,Romance"
630,the last supper,1995,1995,tt0113613,movie,the last supper,the last supper,0.0,1995.0,,92,"Comedy,Crime,Drama"
1914,the last temptation of christ,1988,1988,tt0095497,movie,the last temptation of christ,the last temptation of christ,0.0,1988.0,,164,Drama
1487,the last time i committed suicide,1997,1997,tt0119502,movie,the last time i committed suicide,the last time i committed suicide,0.0,1997.0,,92,"Biography,Drama,Romance"
942,the last time i saw paris,1954,1954,tt0047162,movie,the last time i saw paris,the last time i saw paris,0.0,1954.0,,116,"Drama,Romance"
1008,the lawnmower man,1992,1992,tt0104692,movie,the lawnmower man,the lawnmower man,0.0,1992.0,,108,"Horror,Sci-Fi"
1552,the lay of the land,1997,1997,tt0123953,movie,the lay of the land,the lay of the land,0.0,1997.0,,94,"Comedy,Drama"
1664,the leading man,1996,1996,tt0116845,movie,the leading man,the leading man,0.0,1996.0,,100,"Drama,Romance,Thriller"
3116,the legend of lobo,1962,1962,tt0056173,movie,the legend of lobo,the legend of lobo,0.0,1962.0,,67,"Adventure,Family"
1071,the leopard son,1996,1996,tt0116859,movie,the leopard son,the leopard son,0.0,1996.0,,87,Documentary
2989,the life and times of hank greenberg,1998,1998,tt0208261,movie,the life and times of hank greenberg,the life and times of hank greenberg,0.0,1998.0,,90,"Biography,Documentary,Sport"
2756,the limey,1999,1999,tt0165854,movie,the limey,the limey,0.0,1999.0,,89,"Crime,Drama,Mystery"
359,the lion king,1994,1994,tt0110357,movie,the lion king,the lion king,0.0,1994.0,,88,"Adventure,Animation,Drama"
1968,the little mermaid,1989,1989,tt0097757,movie,the little mermaid,the little mermaid,0.0,1989.0,,83,"Adventure,Animation,Comedy"
888,the little princess,1939,1939,tt0031580,movie,the little princess,the little princess,0.0,1939.0,,93,
580,the little rascals,1994,1994,tt0110366,movie,the little rascals,the little rascals,0.0,1994.0,,82,"Comedy,Family,Romance"
2607,the little shop of horrors,1960,1960,tt0054033,movie,the little shop of horrors,the little shop of horrors,0.0,1960.0,,72,"Comedy,Horror"
1549,the locusts,1997,1997,tt0119557,movie,the locusts,the locusts,0.0,1997.0,,124,Drama
2376,the long goodbye,1973,1973,tt0070334,movie,the long goodbye,the long goodbye,0.0,1973.0,,112,"Comedy,Crime,Drama"
1019,the long kiss goodnight,1996,1996,tt0116908,movie,the long kiss goodnight,the long kiss goodnight,0.0,1996.0,,121,"Action,Crime,Drama"
3442,the long walk home,1990,1990,tt0100046,movie,the long walk home,the long walk home,0.0,1990.0,,97,"Drama,History"
2880,the longest day,1962,1962,tt0056197,movie,the longest day,the longest day,0.0,1962.0,,178,"Action,Drama,History"
2000,the lord of the rings,1978,1978,tt0077869,movie,the lord of the rings,the lord of the rings,0.0,1978.0,,132,"Adventure,Animation,Fantasy"
3341,the lords of flatbush,1974,1974,tt0071772,movie,the lords of flatbush,the lords of flatbush,0.0,1974.0,,86,"Comedy,Drama,Romance"
2542,the loss of sexual innocence,1999,1999,tt0126859,movie,the loss of sexual innocence,the loss of sexual innocence,0.0,1999.0,,106,Drama
2686,the lost son,1999,1999,tt0144286,movie,the lost son,the lost son,0.0,1999.0,,102,"Crime,Drama,Romance"
1836,the lost weekend,1945,1945,tt0037884,movie,the lost weekend,the lost weekend,0.0,1945.0,,101,"Drama,Film-Noir"
1462,the lost world: jurassic park,1997,1997,tt0119567,movie,the lost world: jurassic park,the lost world: jurassic park,0.0,1997.0,,129,"Action,Adventure,Sci-Fi"
2494,the love letter,1999,1999,tt0166252,movie,the love letter,the love letter,0.0,1999.0,,88,"Comedy,Drama,Romance"
3008,the loves of carmen,1948,1948,tt0040552,movie,the loves of carmen,the loves of carmen,0.0,1948.0,,99,"Adventure,Drama,Music"
279,the madness of king george,1994,1994,tt0110428,movie,the madness of king george,the madness of king george,0.0,1994.0,,110,"Biography,Comedy,Drama"
884,the maltese falcon,1941,1941,tt0033870,movie,the maltese falcon,the maltese falcon,0.0,1941.0,,100,"Crime,Film-Noir,Mystery"
738,the man from down under,1943,1943,tt0031612,movie,the man from down under,the man from down under,0.0,1943.0,,103,"Action,Comedy,Drama"
3100,the man from laramie,1955,1955,tt0048342,movie,the man from laramie,the man from laramie,0.0,1955.0,,103,Western
1706,the man in the iron mask,1998,1998,tt0141574,movie,the face of alexandre dumas: the man in the iron mask,the man in the iron mask,0.0,1998.0,,85,Adventure
1705,the man in the iron mask,1998,1998,tt0120744,movie,the man in the iron mask,the man in the iron mask,0.0,1998.0,,132,"Action,Adventure,Drama"
1608,the man who knew too little,1997,1997,tt0120483,movie,the man who knew too little,the man who knew too little,0.0,1997.0,,94,"Comedy,Crime,Drama"
2060,the man who knew too much,1956,1956,tt0049470,movie,the man who knew too much,the man who knew too much,0.0,1956.0,,120,"Drama,Thriller"
2086,the man who knew too much,1934,1934,tt0025452,movie,the man who knew too much,the man who knew too much,0.0,1934.0,,75,"Crime,Mystery,Thriller"
1241,the man who would be king,1975,1975,tt0073341,movie,the man who would be king,the man who would be king,0.0,1975.0,,129,"Adventure,History,War"
3411,the man with the golden arm,1955,1955,tt0048347,movie,the man with the golden arm,the man with the golden arm,0.0,1955.0,,119,"Crime,Drama,Romance"
3385,the man with the golden gun,1974,1974,tt0071807,movie,the man with the golden gun,the man with the golden gun,0.0,1974.0,,125,"Action,Adventure,Thriller"
1994,the man with two brains,1983,1983,tt0085894,movie,the man with two brains,the man with two brains,0.0,1983.0,,93,"Comedy,Romance,Sci-Fi"
497,the man without a face,1993,1993,tt0107501,movie,the man without a face,the man without a face,0.0,1993.0,,115,Drama
1205,the manchurian candidate,1962,1962,tt0056218,movie,the manchurian candidate,the manchurian candidate,0.0,1962.0,,126,"Drama,Thriller"
2091,the manxman,1929,1929,tt0020142,movie,the manxman,the manxman,0.0,1929.0,,110,"Drama,Romance"
912,the mark of zorro,1940,1940,tt0032762,movie,the mark of zorro,the mark of zorro,0.0,1940.0,,94,"Action,Adventure,Family"
363,the mask,1994,1994,tt0110475,movie,the mask,the mask,0.0,1994.0,,101,"Action,Comedy,Crime"
1902,the mask of zorro,1998,1998,tt0120746,movie,the mask of zorro,the mask of zorro,0.0,1998.0,,136,"Action,Adventure,Comedy"
3474,the match,1999,1999,tt0165384,movie,the match,the match,0.0,1999.0,,95,"Comedy,Romance,Sport"
1550,the matchmaker,1997,1997,tt0119632,movie,the matchmaker,the matchmaker,0.0,1997.0,,97,"Comedy,Romance"
2433,the matrix,1999,1999,tt0133093,movie,the matrix,the matrix,0.0,1999.0,,136,"Action,Sci-Fi"
2181,the mighty,1998,1998,tt0119670,movie,the mighty,the mighty,0.0,1998.0,,100,"Comedy,Drama"
1969,the mighty ducks,1992,1992,tt0104868,movie,the mighty ducks,the mighty ducks,0.0,1992.0,,104,"Comedy,Drama,Family"
2698,the minus man,1999,1999,tt0151582,movie,the minus man,the minus man,0.0,1999.0,,111,"Crime,Drama,Mystery"
1284,the mirror has two faces,1996,1996,tt0117057,movie,the mirror has two faces,the mirror has two faces,0.0,1996.0,,126,"Comedy,Drama,Romance"
2603,the mission,1986,1986,tt0091530,movie,the mission,the mission,0.0,1986.0,,125,"Adventure,Drama,History"
2430,the mod squad,1999,1999,tt0120757,movie,the mod squad,the mod squad,0.0,1999.0,,92,"Action,Crime,Thriller"
2536,the mole people,1956,1956,tt0049516,movie,the mole people,the mole people,0.0,1956.0,,77,"Adventure,Fantasy,Horror"
2244,the money pit,1986,1986,tt0091541,movie,the money pit,the money pit,0.0,1986.0,,91,Comedy
2608,the morning after,1986,1986,tt0091554,movie,the morning after,the morning after,0.0,1986.0,,103,"Crime,Mystery,Romance"
2594,the mosquito coast,1986,1986,tt0091557,movie,the mosquito coast,the mosquito coast,0.0,1986.0,,117,"Adventure,Drama,Thriller"
2099,the mountain eagle,1926,1926,tt0016127,movie,the mountain eagle,the mountain eagle,0.0,1926.0,,57,"Romance,Thriller"
2497,the mummy,1959,1959,tt0053085,movie,the mummy,the mummy,0.0,1959.0,,86,"Adventure,Horror"
2481,the mummy,1999,1999,tt0120616,movie,the mummy,the mummy,0.0,1999.0,,124,"Action,Adventure,Fantasy"
2496,the mummy,1932,1932,tt0023245,movie,the mummy,the mummy,0.0,1932.0,,73,"Fantasy,Horror"
2499,the mummy's curse,1944,1944,tt0037098,movie,the mummy's curse,the mummy's curse,0.0,1944.0,,60,"Action,Fantasy,Horror"
2500,the mummy's ghost,1944,1944,tt0037099,movie,the mummy's ghost,the mummy's ghost,0.0,1944.0,,61,"Fantasy,Horror"
2501,the mummy's hand,1940,1940,tt0032818,movie,the mummy's hand,the mummy's hand,0.0,1940.0,,67,"Adventure,Fantasy,Horror"
2502,the mummy's tomb,1942,1942,tt0035096,movie,the mummy's tomb,the mummy's tomb,0.0,1942.0,,61,"Drama,Fantasy,Horror"
1970,the muppet christmas carol,1992,1992,tt0104940,movie,the muppet christmas carol,the muppet christmas carol,0.0,1992.0,,85,"Comedy,Drama,Family"
3169,the muppet movie,1979,1979,tt0079588,movie,the muppet movie,the muppet movie,0.0,1979.0,,95,"Adventure,Comedy,Family"
3171,the muppets take manhattan,1984,1984,tt0087755,movie,the muppets take manhattan,the muppets take manhattan,0.0,1984.0,,94,"Adventure,Comedy,Drama"
2684,the muse,1999,1999,tt0164108,movie,the muse,the muse,0.0,1999.0,,97,Comedy
3371,the myth of fingerprints,1997,1997,tt0119746,movie,the myth of fingerprints,the myth of fingerprints,0.0,1997.0,,93,"Comedy,Drama,Romance"
3572,the naked gun: from the files of police squad!,1988,1988,tt0095705,movie,the naked gun: from the files of police squad!,the naked gun: from the files of police squad!,0.0,1988.0,,85,"Comedy,Crime"
2904,the natural,1984,1984,tt0087781,movie,the natural,the natural,0.0,1984.0,,138,"Drama,Sport"
2048,the navigator: a mediaeval odyssey,1988,1988,tt0095709,movie,the navigator: a medieval odyssey,the navigator: a mediaeval odyssey,0.0,1988.0,,92,"Action,Adventure,Drama"
1946,the negotiator,1998,1998,tt0120768,movie,the negotiator,the negotiator,0.0,1998.0,,140,"Action,Crime,Drama"
151,the neon bible,1995,1995,tt0113952,movie,the neon bible,the neon bible,0.0,1995.0,,91,Drama
201,the net,1995,1995,tt0113957,movie,the net,the net,0.0,1995.0,,114,"Action,Crime,Drama"
2039,the neverending story ii: the next chapter,1990,1990,tt0100240,movie,the neverending story ii: the next chapter,the neverending story ii: the next chapter,0.0,1990.0,,90,"Adventure,Drama,Family"
509,the new age,1994,1994,tt0110649,movie,the new age,the new age,0.0,1994.0,,112,"Comedy,Drama"
1707,the newton boys,1998,1998,tt0120769,movie,the newton boys,the newton boys,0.0,1998.0,,122,"Action,Crime,Drama"
3110,the next best thing,2000,2000,tt0156841,movie,the next best thing,the next best thing,0.0,2000.0,,108,"Comedy,Drama,Romance"
508,the next karate kid,1994,1994,tt0110657,movie,the next karate kid,the next karate kid,0.0,1994.0,,107,"Action,Drama,Family"
559,the nightmare before christmas,1993,1993,tt0107688,movie,the nightmare before christmas,the nightmare before christmas,0.0,1993.0,,76,"Animation,Family,Fantasy"
783,the nutty professor,1996,1996,tt0117218,movie,the nutty professor,the nutty professor,0.0,1996.0,,95,"Comedy,Romance,Sci-Fi"
2017,the nutty professor,1963,1963,tt0057372,movie,the nutty professor,the nutty professor,0.0,1963.0,,107,"Comedy,Romance,Sci-Fi"
1723,the object of my affection,1998,1998,tt0120772,movie,the object of my affection,the object of my affection,0.0,1998.0,,111,"Comedy,Drama,Romance"
3264,the odd couple,1968,1968,tt0063374,movie,the odd couple,the odd couple,0.0,1968.0,,105,Comedy
1740,the odd couple ii,1998,1998,tt0120773,movie,the odd couple ii,the odd couple ii,0.0,1998.0,,97,"Adventure,Comedy"
3023,the odessa file,1974,1974,tt0071935,movie,the odessa file,the odessa file,0.0,1974.0,,130,"Drama,Thriller"
1048,the old man and the sea,1958,1958,tt0052027,movie,the old man and the sea,the old man and the sea,0.0,1958.0,,86,"Adventure,Drama"
2796,the omega code,1999,1999,tt0203408,movie,the omega code,the omega code,0.0,1999.0,,100,"Action,Adventure,Fantasy"
2852,the omega man,1971,1971,tt0067525,movie,the omega man,the omega man,0.0,1971.0,,98,"Action,Drama,Sci-Fi"
1282,the omen,1976,1976,tt0075005,movie,the omen,the omen,0.0,1976.0,,111,"Horror,Mystery"
3565,the opportunists,1999,1999,tt0138681,movie,the opportunists,the opportunists,0.0,1999.0,,90,"Comedy,Crime,Drama"
1783,the opposite of sex,1998,1998,tt0120777,movie,the opposite of sex,the opposite of sex,0.0,1998.0,,105,"Comedy,Drama,Romance"
3569,the original kings of comedy,2000,2000,tt0236388,movie,the original kings of comedy,the original kings of comedy,0.0,2000.0,,115,"Comedy,Documentary"
2370,the other sister,1999,1999,tt0123209,movie,the other sister,the other sister,0.0,1999.0,,129,"Comedy,Drama,Romance"
2438,the out-of-towners,1999,1999,tt0129280,movie,the out-of-towners,the out-of-towners,0.0,1999.0,,90,Comedy
938,the outlaw,1943,1943,tt0036241,movie,the outlaw,the outlaw,0.0,1943.0,,116,Western
3265,the outlaw josey wales,1976,1976,tt0075029,movie,the outlaw josey wales,the outlaw josey wales,0.0,1976.0,,135,Western
1997,the outsiders,1983,1983,tt0086066,movie,the outsiders,the outsiders,0.0,1983.0,,91,"Crime,Drama"
567,the pagemaster,1994,1994,tt0110763,movie,the pagemaster,the pagemaster,0.0,1994.0,,80,"Adventure,Animation,Comedy"
2720,the pajama game,1957,1957,tt0050814,movie,the pajama game,the pajama game,0.0,1957.0,,101,"Comedy,Drama,Musical"
620,the pallbearer,1996,1996,tt0117283,movie,the pallbearer,the pallbearer,0.0,1996.0,,98,"Comedy,Romance"
2769,the palm beach story,1942,1942,tt0035169,movie,the palm beach story,the palm beach story,0.0,1942.0,,88,"Comedy,Romance"
369,the paper,1994,1994,tt0110771,movie,the paper,the paper,0.0,1994.0,,112,"Comedy,Drama"
3461,the paper chase,1973,1973,tt0070509,movie,the paper chase,the paper chase,0.0,1973.0,,113,"Comedy,Drama"
2075,the paradine case,1947,1947,tt0039694,movie,the paradine case,the paradine case,0.0,1947.0,,125,"Crime,Drama,Romance"
982,the parent trap,1961,1961,tt0055277,movie,the parent trap,the parent trap,0.0,1961.0,,129,"Comedy,Family,Romance"
1947,the parent trap,1998,1998,tt0120783,movie,the parent trap,the parent trap,0.0,1998.0,,128,"Adventure,Comedy,Drama"
3478,the patriot,2000,2000,tt0187393,movie,the patriot,the patriot,0.0,2000.0,,165,"Action,Drama,History"
1536,the peacemaker,1997,1997,tt0119874,movie,the peacemaker,the peacemaker,0.0,1997.0,,124,"Action,Thriller"
2653,the pelican brief,1993,1993,tt0107798,movie,the pelican brief,the pelican brief,0.0,1993.0,,141,"Crime,Drama,Mystery"
1076,the people vs. larry flynt,1996,1996,tt0117318,movie,the people vs. larry flynt,the people vs. larry flynt,0.0,1996.0,,130,"Biography,Drama"
300,the perez family,1995,1995,tt0114113,movie,the perez family,the perez family,0.0,1995.0,,113,"Comedy,Drama,Romance"
3480,the perfect storm,2000,2000,tt0177971,movie,the perfect storm,the perfect storm,0.0,2000.0,,130,"Action,Adventure,Drama"
3129,the perils of pauline,1947,1947,tt0039698,movie,the perils of pauline,the perils of pauline,0.0,1947.0,,96,Drama
1380,the pest,1997,1997,tt0119887,movie,the pest,the pest,0.0,1997.0,,84,Comedy
748,the phantom,1996,1996,tt0117331,movie,the phantom,the phantom,0.0,1996.0,,100,"Action,Adventure,Comedy"
869,the philadelphia story,1940,1940,tt0032904,movie,the philadelphia story,the philadelphia story,0.0,1940.0,,112,"Comedy,Romance"
516,the piano,1993,1993,tt0107822,movie,the piano,the piano,0.0,1993.0,,121,"Drama,Music,Romance"
2163,the player,1992,1992,tt0105151,movie,the player,the player,0.0,1992.0,,124,"Comedy,Crime,Drama"
2100,the pleasure garden,1925,1925,tt0016230,movie,the pleasure garden,the pleasure garden,0.0,1925.0,,75,"Drama,Romance"
2217,the pope of greenwich village,1984,1984,tt0087932,movie,the pope of greenwich village,the pope of greenwich village,0.0,1984.0,,121,"Action,Comedy,Crime"
1347,the portrait of a lady,1996,1996,tt0117364,movie,the portrait of a lady,the portrait of a lady,0.0,1996.0,,144,"Drama,Romance"
1907,the poseidon adventure,1972,1972,tt0069113,movie,the poseidon adventure,the poseidon adventure,0.0,1972.0,,117,"Action,Adventure,Drama"
1640,the postman,1997,1997,tt0119925,movie,the postman,the postman,0.0,1997.0,,177,"Action,Adventure,Drama"
3286,the postman always rings twice,1981,1981,tt0082934,movie,the postman always rings twice,the postman always rings twice,0.0,1981.0,,122,"Crime,Drama,Romance"
1294,the preacher's wife,1996,1996,tt0117372,movie,the preacher's wife,the preacher's wife,0.0,1996.0,,123,"Comedy,Drama,Fantasy"
2998,the presidio,1988,1988,tt0095897,movie,the presidio,the presidio,0.0,1988.0,,97,"Action,Crime,Mystery"
2261,the prince of egypt,1998,1998,tt0120794,movie,the prince of egypt,the prince of egypt,0.0,1998.0,,99,"Adventure,Animation,Drama"
3285,the prince of tides,1991,1991,tt0102713,movie,the prince of tides,the prince of tides,0.0,1991.0,,132,"Drama,Romance"
1137,the princess bride,1987,1987,tt0093779,movie,the princess bride,the princess bride,0.0,1987.0,,98,"Adventure,Family,Fantasy"
518,the program,1993,1993,tt0107889,movie,the program,the program,0.0,1993.0,,112,"Action,Drama,Romance"
207,the prophecy,1995,1995,tt0114194,movie,the prophecy,the prophecy,0.0,1995.0,,98,"Action,Crime,Drama"
1722,the proposition,1998,1998,tt0120108,movie,the proposition,the proposition,0.0,1998.0,,110,"Drama,Romance"
1023,the proprietor,1996,1996,tt0117400,movie,the proprietor,the proprietor,0.0,1996.0,,113,Drama
1954,the purple rose of cairo,1985,1985,tt0089853,movie,the purple rose of cairo,the purple rose of cairo,0.0,1985.0,,82,"Comedy,Fantasy,Romance"
